Gene ID	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	4somites_1 count	4somites_2 count	4somites_3 count	5somites_1 count	5somites_2 count	5somites_3 count	5somites_4 count	6somites_1 count	6somites_2 count	6somites_3 count	6somites_4 count	7somites_1 count	7somites_2 count	7somites_3 count	7somites_4 count	8somites_1 count	8somites_2 count	8somites_3 count	8somites_4 count	9somites_1 count	9somites_2 count	9somites_3 count	9somites_4 count	10somites_1 count	10somites_2 count	10somites_3 count	10somites_4 count	11somites_1 count	11somites_2 count	11somites_3 count	11somites_4 count	12somites_1 count	12somites_2 count	12somites_3 count	12somites_4 count	13somites_1 count	13somites_2 count	13somites_3 count	13somites_4 count	14somites_1 count	14somites_2 count	14somites_3 count	14somites_4 count	15somites_1 count	15somites_2 count	15somites_3 count	15somites_4 count	16somites_1 count	16somites_2 count	16somites_3 count	16somites_4 count	17somites_1 count	17somites_2 count	17somites_3 count	17somites_4 count	18somites_1 count	18somites_2 count	18somites_3 count	18somites_4 count	19somites_1 count	19somites_2 count	19somites_3 count	19somites_4 count	20somites_1 count	20somites_2 count	20somites_3 count	20somites_4 count	ES_21somites_1 count	ES_21somites_2 count	ES_21somites_3 count	ES_21somites_4 count	ES_22somites_1 count	ES_22somites_2 count	ES_22somites_3 count	ES_22somites_4 count	ES_23somites_1 count	ES_23somites_2 count	ES_23somites_3 count	ES_23somites_4 count	ES_24somites_1 count	ES_24somites_2 count	ES_24somites_3 count	ES_24somites_4 count	25somites_1 count	25somites_2 count	25somites_3 count	25somites_4 count	26somites_1 count	26somites_2 count	26somites_3 count	26somites_4 count	27somites_1 count	27somites_2 count	27somites_3 count	27somites_4 count	28somites_1 count	28somites_2 count	28somites_3 count	28somites_4 count	34somites_1 count	34somites_2 count	34somites_3 count	34somites_4 count	35somites_1 count	35somites_2 count	35somites_3 count	35somites_4 count	36somites_1 count	36somites_2 count	36somites_3 count	36somites_4 count	4somites_1 normalised count	4somites_2 normalised count	4somites_3 normalised count	5somites_1 normalised count	5somites_2 normalised count	5somites_3 normalised count	5somites_4 normalised count	6somites_1 normalised count	6somites_2 normalised count	6somites_3 normalised count	6somites_4 normalised count	7somites_1 normalised count	7somites_2 normalised count	7somites_3 normalised count	7somites_4 normalised count	8somites_1 normalised count	8somites_2 normalised count	8somites_3 normalised count	8somites_4 normalised count	9somites_1 normalised count	9somites_2 normalised count	9somites_3 normalised count	9somites_4 normalised count	10somites_1 normalised count	10somites_2 normalised count	10somites_3 normalised count	10somites_4 normalised count	11somites_1 normalised count	11somites_2 normalised count	11somites_3 normalised count	11somites_4 normalised count	12somites_1 normalised count	12somites_2 normalised count	12somites_3 normalised count	12somites_4 normalised count	13somites_1 normalised count	13somites_2 normalised count	13somites_3 normalised count	13somites_4 normalised count	14somites_1 normalised count	14somites_2 normalised count	14somites_3 normalised count	14somites_4 normalised count	15somites_1 normalised count	15somites_2 normalised count	15somites_3 normalised count	15somites_4 normalised count	16somites_1 normalised count	16somites_2 normalised count	16somites_3 normalised count	16somites_4 normalised count	17somites_1 normalised count	17somites_2 normalised count	17somites_3 normalised count	17somites_4 normalised count	18somites_1 normalised count	18somites_2 normalised count	18somites_3 normalised count	18somites_4 normalised count	19somites_1 normalised count	19somites_2 normalised count	19somites_3 normalised count	19somites_4 normalised count	20somites_1 normalised count	20somites_2 normalised count	20somites_3 normalised count	20somites_4 normalised count	ES_21somites_1 normalised count	ES_21somites_2 normalised count	ES_21somites_3 normalised count	ES_21somites_4 normalised count	ES_22somites_1 normalised count	ES_22somites_2 normalised count	ES_22somites_3 normalised count	ES_22somites_4 normalised count	ES_23somites_1 normalised count	ES_23somites_2 normalised count	ES_23somites_3 normalised count	ES_23somites_4 normalised count	ES_24somites_1 normalised count	ES_24somites_2 normalised count	ES_24somites_3 normalised count	ES_24somites_4 normalised count	25somites_1 normalised count	25somites_2 normalised count	25somites_3 normalised count	25somites_4 normalised count	26somites_1 normalised count	26somites_2 normalised count	26somites_3 normalised count	26somites_4 normalised count	27somites_1 normalised count	27somites_2 normalised count	27somites_3 normalised count	27somites_4 normalised count	28somites_1 normalised count	28somites_2 normalised count	28somites_3 normalised count	28somites_4 normalised count	34somites_1 normalised count	34somites_2 normalised count	34somites_3 normalised count	34somites_4 normalised count	35somites_1 normalised count	35somites_2 normalised count	35somites_3 normalised count	35somites_4 normalised count	36somites_1 normalised count	36somites_2 normalised count	36somites_3 normalised count	36somites_4 normalised count
XLOC_010893	NA	NA	NA	12	112816254	112817672	-1	novel	XLOC_010893	XLOC_010893	1	3	1	1	2	0	1	1	0	2	3	2	2	0	3	3	0	2	4	1	1	1	4	1	0	0	0	2	0	2	0	1	2	1	0	1	2	0	1	1	1	1	1	6	6	2	2	3	1	3	1	1	1	7	2	3	4	2	2	4	6	1	0	0	1	1	4	1	1	1	1	1	2	0	1	2	0	2	7	2	0	6	1	1	3	0	0	5	1	2	5	6	0	0	0	3	1	0	1	0	1	1	1	1	2	1	4	0	1	2	4	0.30965756577581	3.03530207384004	1.07120586491926	1.16921932728887	2.17335249083392	0	1.05480900114642	0.845234558800888	0	2.10523824513802	3.60376657819296	2.66404689971362	2.09420281225424	0	2.20565937859235	0.888246931502199	0	2.98358091436696	5.82353214076484	1.14716450901096	1.10049649392336	1.13596565200599	3.9270713571082	1.11567676993712	0	0	0	2.49333872467392	0	1.80739879233212	0	1.09664389740672	1.99459547809545	0.981238187803917	0	1.08017653727136	2.62193634921876	0	1.22237059328396	1.46897149896863	1.55342258509327	1.08284357696276	0.991290889555964	2.06784029452676	1.92237463913498	2.33518798631461	0.871772654928289	6.09461546807601	1.19625231678191	0.942383975977716	1.63231288207578	2.10347700415604	1.60733390378462	4.02301466954448	1.0877491282329	1.47931711997291	1.51420878392636	2.22445600249671	3.44814734864433	5.68275974938549	2.31763505299616	1.78110155069213	0	0	0.429748543684743	0.358301350229298	2.00023779279812	0.980315793817559	1.27312840540264	0.760558130394901	0.808067553076803	1.10017776117994	1.58840153552937	0	0.642552017759465	2.30868672466027	0	1.5490268679531	6.39568391742025	2.02095360619374	0	6.11649766514672	0.904428764285221	1.01136061729116	2.85998181488129	0	0	4.35199292571519	0.968516310635056	1.87997984914881	4.63519609561562	6.46218249838648	0	0	0	3.66959549485517	1.98592642435965	0	1.41373598368292	0	0.952465599263749	0.966554649330562	1.04541288709949	0.897839697444618	2.08588091588765	1.09056771200477	3.67284243949422	0	2.87377429479015	3.54133515818657	6.96419347676173
XLOC_011161	NA	NA	NA	12	118515487	118530239	-1	novel	XLOC_011161	XLOC_011161	222	41	61	44	46	54	65	46	94	47	53	36	36	57	65	169	27	29	25	35	44	35	45	31	29	43	33	21	44	46	22	24	37	35	31	25	16	23	23	15	29	26	47	85	99	20	63	9	15	91	2	6	16	26	32	11	50	15	5	11	53	11	7	8	32	14	35	12	12	20	21	13	15	8	24	16	14	4	12	7	5	10	17	18	12	17	8	7	11	13	10	10	17	7	9	7	6	6	3	9	3	7	12	8	8	6	9	1	3	5	3	68.7439796022298	41.4824616758138	65.3435577600748	51.4456504007102	49.9871072891802	55.2701475203303	68.5625850745174	38.8807897048408	50.795450719574	49.4730987607434	63.666542881409	47.9528441948451	37.6956506205763	59.1224458700212	47.7892865361676	50.0379104746239	42.5948384025981	43.2619232583209	36.3970758797803	40.1507578153836	48.421845732628	39.7587978202095	44.1795527674672	34.5859798680506	32.3882074680247	43.6720329863751	34.7456212320174	26.1800566090762	43.0486230792906	41.5701722236387	25.3651129209825	26.3194535377613	36.9000163447658	34.3433365731371	29.2535472876049	27.004413431784	20.9754907937501	32.5644546978978	28.1145236455312	22.0345724845295	45.0492549677047	28.1539330010317	46.5906718091303	29.2944041724625	31.7191815457272	23.3518798631461	27.4608386302411	18.283846404228	17.9437847517286	28.585647271324	3.26462576415156	12.6208620249363	25.7173424605539	14.9426259154509	17.4039860517263	5.42416277323402	18.9276097990794	16.6834200187253	8.62036837161084	15.6275893108101	20.4724429681327	19.5921170576134	12.5058877898139	14.8033906664111	13.7519533979118	5.01621890321018	17.5020806869836	11.7637895258107	15.2775408648317	15.211162607898	16.9694186146129	14.3023108953392	11.9130115164703	7.76569645617253	15.4212484262272	18.4694937972821	13.309382506648	3.09805373590619	10.9640295727204	7.07333762167809	5.3507943316668	10.1941627752445	15.3752889928488	18.2044911112408	11.4399272595251	14.0581751076911	7.5840142417383	6.09279009600127	10.6536794169856	12.2198690194673	9.27039219123123	10.7703041639775	17.3066263111798	7.02734406471607	8.66069037577245	8.56238948799539	11.9155585461579	9.1149082752945	4.24120795104876	9.43104273059715	2.85739679779125	6.76588254531394	12.5449546451939	7.18271757955694	8.34352366355059	6.54340627202864	8.26389548886199	2.66706897399024	8.62132288437046	8.85333789546642	5.2231451075713
XLOC_011237	NA	NA	NA	13	17944277	17949999	1	novel	XLOC_011237	XLOC_011237	16	6	5	4	7	7	3	4	9	6	3	5	4	5	8	8	9	3	5	3	5	4	4	9	3	1	5	1	8	5	3	3	8	8	6	5	3	6	7	4	3	8	9	10	25	3	18	2	4	18	4	5	5	14	14	13	28	9	2	7	17	3	0	5	13	19	17	10	4	11	10	10	8	16	17	12	15	12	8	13	7	11	15	5	6	14	12	11	9	7	6	14	11	19	15	12	3	2	4	11	18	12	23	14	19	15	23	8	4	7	7	4.95452105241296	6.07060414768007	5.35602932459629	4.67687730915547	7.60673371791873	7.16464875263541	3.16442700343926	3.38093823520355	4.86339421783155	6.31571473541405	3.60376657819296	6.66011724928405	4.18840562450848	5.18617946228256	5.88175834291293	2.36865848400586	14.1982794675327	4.47537137155043	7.27941517595605	3.44149352703288	5.50248246961682	4.54386260802394	3.9270713571082	10.0410909294341	3.35050422083014	1.01562867410175	5.26448806545718	1.24666936233696	7.82702237805283	4.5184969808303	3.45887903467943	3.28993169222016	7.97838191238179	7.84990550243134	5.66197689437515	5.4008826863568	3.93290452382814	8.49507513858204	8.55659415298775	5.87588599587453	4.6602677552798	8.66274861570207	8.92161800600368	3.44640049087794	8.00989432972909	3.50278197947191	7.8459538943546	4.06307697871734	4.78500926712764	5.65430385586629	6.52925152830312	10.5173850207802	8.03666951892311	8.04602933908897	7.61424389763027	6.4103741865493	10.5994614874845	10.0100520112352	3.44814734864433	9.94482956142461	6.56663265015578	5.34330465207639	0	9.25211916650695	5.58673106790166	6.80772565435667	8.50101061939203	9.80315793817559	5.09251362161056	8.36613943434391	8.08067553076803	11.0017776117994	6.35360614211747	15.5313929123451	10.9233843019109	13.8521203479616	14.2600526856943	9.29416120771858	7.30935304848029	13.1361984402593	7.49111206433352	11.213579052769	13.5664314642783	5.05680308645578	5.71996362976257	11.5773206769221	11.3760213626075	9.57438443657343	8.7166467957155	6.57992947202084	5.56223531473874	15.0784258295685	11.1984052601751	19.0742196042293	14.4344839596207	14.6783819794207	5.95777927307895	3.0383027584315	5.65494393473167	11.5268300040632	17.1443807867475	11.5986557919667	24.0444964032882	12.5697557642247	19.8158687009326	16.3585156800716	21.1188440270918	21.3365517919219	11.4950971791606	12.394673053653	12.187338584333
XLOC_011476	NA	NA	NA	13	34130634	34134165	1	novel	XLOC_011476	XLOC_011476	11	6	6	2	5	1	5	3	6	5	4	8	2	5	6	9	4	6	0	2	3	5	5	3	4	4	4	0	6	7	2	3	5	2	10	4	7	3	8	5	2	7	2	17	23	4	3	4	7	24	1	5	7	14	12	20	27	4	5	4	22	7	6	7	31	30	15	4	5	12	14	8	8	13	14	4	8	17	12	10	12	15	22	4	16	15	17	26	12	13	18	11	18	9	15	9	8	5	7	14	15	15	18	19	15	25	27	8	7	14	8	3.40623322353391	6.07060414768007	6.42723518951555	2.33843865457774	5.43338122708481	1.02352125037649	5.27404500573211	2.53570367640266	3.2422628118877	5.26309561284504	4.80502210425728	10.6561875988545	2.09420281225424	5.18617946228256	4.4113187571847	2.6647407945066	6.31034643001454	8.95074274310087	0	2.29432901802192	3.30148948177009	5.67982826002993	4.90883919638525	3.34703030981135	4.46733896110685	4.06251469640698	4.21159045236574	0	5.87026678353963	6.32589577316241	2.30591935645295	3.28993169222016	4.98648869523862	1.96247637560783	9.43662815729191	4.32070614908544	9.17677722226565	4.24753756929102	9.77896474627171	7.34485749484316	3.10684517018653	7.57990503873931	1.98258177911193	5.8588808344925	7.36910278335076	4.67037597262921	1.30765898239243	8.12615395743468	8.37376621747337	7.53907180782173	1.63231288207578	10.5173850207802	11.2513373264924	8.04602933908897	6.52649476939738	9.86211413315276	10.2209092915029	4.44891200499342	8.62036837161084	5.68275974938549	8.49799519431924	12.4677108548449	10.7193323912691	12.9529668331097	13.322204854227	10.7490405068789	7.50089172299297	3.92126317527024	6.3656420270132	9.12669756473881	11.3129457430752	8.80142208943952	6.35360614211747	12.6192567412804	8.99572824863251	4.61737344932054	7.60536143237029	13.1667283776013	10.9640295727204	10.1047680309687	12.8419063960003	15.2912441628668	19.8974328142749	4.04544246916463	15.2532363460335	12.4042721538451	16.1160302636939	22.630363213719	11.6221957276207	12.2198690194673	16.6867059442162	11.8473345803752	18.3246631530139	9.03515665463494	14.4344839596207	11.0087864845655	15.8874113948772	7.59575689607875	9.89615188578043	14.6705109142622	14.2869839889562	14.4983197399584	18.8174319677908	17.0589542514477	15.6441068691574	27.2641928001193	24.791686466586	21.3365517919219	20.1164200635311	24.789346107306	13.9283869535235
XLOC_011497	NA	NA	NA	13	37542883	37549478	1	novel	XLOC_011497	XLOC_011497	6	5	3	1	6	4	3	6	5	5	2	5	7	2	4	17	2	2	3	3	2	9	5	7	8	8	3	2	5	6	1	7	6	9	15	8	4	4	3	6	5	5	8	21	14	5	17	1	8	15	4	0	3	9	10	13	13	4	0	2	10	7	2	0	13	10	5	4	4	8	8	4	3	5	8	6	4	4	1	6	3	3	7	2	3	7	2	5	5	2	5	2	3	1	1	1	3	0	1	5	1	4	2	3	2	5	3	0	0	2	1	1.85794539465486	5.05883678973339	3.21361759475778	1.16921932728887	6.52005747250177	4.09408500150595	3.16442700343926	5.07140735280533	2.70188567657308	5.26309561284504	2.40251105212864	6.66011724928405	7.32970984288983	2.07447178491302	2.94087917145646	5.03339927851246	3.15517321500727	2.98358091436696	4.36764910557363	3.44149352703288	2.20099298784673	10.2236908680539	4.90883919638525	7.80973738955982	8.9346779222137	8.12502939281397	3.15869283927431	2.49333872467392	4.89188898628302	5.42219637699636	1.15295967822648	7.67650728184705	5.98378643428634	8.83114369023525	14.1549422359379	8.64141229817088	5.24387269843752	5.66338342572136	3.66711177985189	8.8138289938118	7.76711292546634	5.41421788481379	7.93032711644772	7.23744103084367	4.48554082464829	5.83796996578652	7.41006756689046	2.03153848935867	9.57001853425528	4.71191987988858	6.52925152830312	0	4.82200171135387	5.17244743227148	5.43874564116448	6.4103741865493	4.92117854776065	4.44891200499342	0	2.84137987469275	3.86272508832693	12.4677108548449	3.5731107970897	0	5.58673106790166	3.58301350229298	2.50029724099765	3.92126317527024	5.09251362161056	6.08446504315921	6.46454042461442	4.40071104471976	2.38260230329405	4.85356028510783	5.14041614207572	6.9260601739808	3.80268071618515	3.09805373590619	0.913669131060036	6.06286081858122	3.21047659900008	3.05824883257336	6.33100134999655	2.02272123458231	2.85998181488129	5.78866033846104	1.89600356043458	4.35199292571519	4.84258155317528	1.87997984914881	4.63519609561562	2.15406083279549	3.05411052550231	1.00390629495944	0.962298930641383	1.22319849828506	5.95777927307895	0	1.41373598368292	5.23946818366508	0.952465599263749	3.86621859732225	2.09082577419898	2.69351909233385	2.08588091588765	5.45283856002386	2.75463182962066	0	0	3.54133515818657	1.74104836919043
XLOC_011507	NA	NA	NA	13	38529442	38530484	1	novel	XLOC_011507	XLOC_011507	5	4	2	0	1	1	2	1	6	1	1	0	2	2	4	6	0	2	0	0	0	2	2	2	0	1	0	1	4	1	0	3	3	2	1	1	0	2	0	0	0	4	1	2	8	1	3	0	1	6	0	0	1	1	3	3	7	3	0	1	4	1	0	0	6	6	2	3	1	3	0	1	4	0	2	1	0	1	1	2	1	3	2	0	3	1	4	1	3	0	0	3	2	4	1	0	1	2	2	2	0	0	1	0	1	2	0	0	0	1	0	1.54828782887905	4.04706943178672	2.14241172983852	0	1.08667624541696	1.02352125037649	2.10961800229284	0.845234558800888	3.2422628118877	1.05261912256901	1.20125552606432	0	2.09420281225424	2.07447178491302	2.94087917145646	1.7764938630044	0	2.98358091436696	0	0	0	2.27193130401197	1.9635356785541	2.23135353987423	0	1.01562867410175	0	1.24666936233696	3.91351118902642	0.903699396166059	0	3.28993169222016	2.99189321714317	1.96247637560783	0.943662815729191	1.08017653727136	0	2.83169171286068	0	0	0	4.33137430785103	0.991290889555964	0.689280098175588	2.56316618551331	1.1675939931573	1.30765898239243	0	1.19625231678191	1.88476795195543	0	0	1.60733390378462	0.574716381363498	1.63162369234934	1.47931711997291	2.64986537187112	3.33668400374507	0	1.42068993734637	1.54509003533077	1.78110155069213	0	0	2.57849126210846	2.14980810137579	1.00011889639906	2.94094738145268	1.27312840540264	2.2816743911847	0	1.10017776117994	3.17680307105873	0	1.28510403551893	1.15434336233013	0	0.774513433976549	0.913669131060036	2.02095360619374	1.07015886633336	3.05824883257336	1.80885752857044	0	2.85998181488129	0.826951476923006	3.79200712086915	0.870398585143039	2.90554893190517	0	0	3.23109124919324	2.03607368366821	4.01562517983775	0.962298930641383	0	1.98592642435965	3.0383027584315	2.82747196736584	2.09578727346603	0	0	1.04541288709949	0	1.04294045794382	2.18113542400955	0	0	0	1.77066757909328	0
XLOC_011519	NA	NA	NA	13	41174193	41178926	1	novel	XLOC_011519	XLOC_011519	6	0	3	2	2	1	1	3	0	2	0	0	3	2	1	4	2	3	0	1	3	0	1	1	4	5	2	2	5	4	1	0	0	2	1	1	3	2	1	0	4	1	1	19	6	2	5	1	5	10	2	0	2	7	5	5	7	1	1	2	9	2	0	4	4	5	4	0	2	5	2	3	5	3	1	3	2	6	1	1	0	6	6	2	2	3	0	4	4	1	4	2	6	1	2	5	2	1	1	2	3	2	4	3	3	3	1	2	0	1	2	1.85794539465486	0	3.21361759475778	2.33843865457774	2.17335249083392	1.02352125037649	1.05480900114642	2.53570367640266	0	2.10523824513802	0	0	3.14130421838136	2.07447178491302	0.735219792864116	1.18432924200293	3.15517321500727	4.47537137155043	0	1.14716450901096	3.30148948177009	0	0.981767839277049	1.11567676993712	4.46733896110685	5.07814337050873	2.10579522618287	2.49333872467392	4.89188898628302	3.61479758466424	1.15295967822648	0	0	1.96247637560783	0.943662815729191	1.08017653727136	3.93290452382814	2.83169171286068	1.22237059328396	0	6.21369034037307	1.08284357696276	0.991290889555964	6.54816093266808	1.92237463913498	2.33518798631461	2.17943163732072	2.03153848935867	5.98126158390955	3.14127991992572	3.26462576415156	0	3.21466780756924	4.02301466954448	2.71937282058224	2.46552853328819	2.64986537187112	1.11222800124836	1.72407367432217	2.84137987469275	3.47645257949424	3.56220310138426	0	7.40169533320556	1.71899417473897	1.79150675114649	2.00023779279812	0	2.54625681080528	3.8027906519745	1.61613510615361	3.30053328353982	3.97100383882342	2.9121361710647	0.642552017759465	3.4630300869904	1.90134035809257	4.64708060385929	0.913669131060036	1.01047680309687	0	6.11649766514672	5.42657258571132	2.02272123458231	1.90665454325419	2.48085443076902	0	3.48159434057216	3.87406524254022	0.939989924574405	3.70815687649249	2.15406083279549	6.10822105100462	1.00390629495944	1.92459786128277	6.11599249142528	3.9718528487193	1.51915137921575	1.41373598368292	2.09578727346603	2.85739679779125	1.93310929866112	4.18165154839796	2.69351909233385	3.12882137383147	3.27170313601432	0.918210609873555	5.33413794798047	0	1.77066757909328	3.48209673838087
XLOC_011540	NA	NA	NA	13	43864773	43869221	1	novel	XLOC_011540	XLOC_011540	59	11	10	18	11	11	12	21	29	16	19	11	21	28	26	57	14	12	9	18	21	17	14	16	12	18	16	14	14	20	13	23	22	21	25	17	11	13	19	16	10	9	22	53	75	17	36	5	14	73	11	9	16	45	59	31	67	16	24	15	54	11	10	12	42	51	48	18	17	27	30	21	27	27	28	25	19	26	20	24	14	26	18	17	24	27	24	15	27	19	15	19	22	27	18	15	12	13	16	20	34	20	21	15	33	23	24	8	9	16	9	18.2697963807728	11.1294409374135	10.7120586491926	21.0459478911996	11.9534386995866	11.2587337541414	12.6577080137571	17.7499257348186	15.6709369241239	16.8419059611041	22.8238549952221	14.6522579484249	21.9891295286695	29.0426049887823	19.115714614467	16.8766916985418	22.0862125050509	17.9014854862017	13.1029473167209	20.6489611621973	23.1104263723906	19.3114160841018	13.7447497498787	17.8508283189939	13.4020168833205	18.2813161338314	16.846361809463	17.4533710727175	13.6972891615925	18.0739879233212	14.9884758169442	25.2228096403546	21.9405502590499	20.6060019438823	23.5915703932298	18.3630011336131	14.4206499207032	18.4059961335944	23.2250412723953	23.5035439834981	15.5342258509327	9.74559219266483	21.8083995702312	18.2659226016531	24.0296829891873	19.8490978836742	15.6919077887092	10.1576924467933	16.7475324349467	22.9313434154578	17.9554417028336	18.9312930374044	25.7173424605539	25.8622371613574	32.0885992828704	15.2862769063868	25.3629971307664	17.7956480199737	41.377768183732	21.3103490601956	20.8587154769654	19.5921170576134	17.8655539854485	22.2050859996167	18.0494388347592	18.2733688616942	24.0028535135775	17.6456842887161	21.6431828918449	20.5350695206623	24.2420265923041	23.1037329847787	21.4434207296465	26.2092255395823	17.991456497265	28.8585840582534	18.0627334018794	20.1373492833903	18.2733826212007	24.2514432743249	14.982224128667	26.5048232156358	16.279717757134	17.1931304939497	22.8798545190503	22.3276898769212	22.7520427252149	13.0559787771456	26.1499403871465	17.8598085669137	13.9055882868469	20.4635779115572	22.3968105203503	27.1054699639048	17.3213807515449	18.3479774742758	23.8311170923158	19.7489679298047	22.6197757389267	20.9578727346603	32.3838303749675	19.3310929866112	21.9536706290893	13.4675954616693	34.4170351121462	25.0830573761098	22.0370546369653	21.3365517919219	25.8639686531114	28.3306812654925	15.6694353227139
XLOC_011602	NA	NA	NA	13	54302557	54312378	1	novel	XLOC_011602	XLOC_011602	29	5	10	7	3	13	10	3	12	3	2	4	7	9	6	21	3	1	4	7	1	5	10	7	7	13	5	9	8	5	1	5	7	12	9	6	5	8	5	4	2	6	10	21	20	3	7	4	8	20	8	6	6	16	7	18	23	10	3	3	14	2	9	7	24	32	14	6	8	18	7	5	5	15	18	1	9	6	13	3	5	7	5	11	13	3	11	13	5	11	10	6	6	3	9	4	3	5	6	9	9	13	5	8	9	8	15	5	5	5	4	8.98006940749849	5.05883678973339	10.7120586491926	8.18453529102207	3.26002873625088	13.3057762548943	10.5480900114642	2.53570367640266	6.4845256237754	3.15785736770702	2.40251105212864	5.32809379942724	7.32970984288983	9.33512303210861	4.4113187571847	6.21772852051539	4.7327598225109	1.49179045718348	5.82353214076484	8.03015156307672	1.10049649392336	5.67982826002993	9.81767839277049	7.80973738955982	7.81784318193699	13.2031727633227	5.26448806545718	11.2200242610326	7.82702237805283	4.5184969808303	1.15295967822648	5.4832194870336	6.98108417333407	11.774858253647	8.49296534156272	6.48105922362816	6.55484087304689	11.3267668514427	6.11185296641982	5.87588599587453	3.10684517018653	6.49706146177655	9.91290889555964	7.23744103084367	6.40791546378327	3.50278197947191	3.05120429224901	8.12615395743468	9.57001853425528	6.28255983985144	13.0585030566062	12.6208620249363	9.64400342270773	9.19546210181596	3.80712194881514	8.87590271983749	8.70670050757654	11.1222800124836	5.1722210229665	4.26206981203912	5.4078151236577	3.56220310138426	16.0789985869036	12.9529668331097	10.3139650484338	11.4656432073375	7.00083227479343	5.88189476290535	10.1850272432211	13.6900463471082	5.65647287153762	5.5008888058997	3.97100383882342	14.5606808553235	11.5659363196704	1.15434336233013	8.55603161141658	4.64708060385929	11.8776987037805	3.03143040929061	5.3507943316668	7.13591394267117	4.5221438214261	11.1249667902027	12.3932545311522	2.48085443076902	10.4280195823902	11.3151816068595	4.84258155317528	10.3398891703185	9.27039219123123	6.46218249838648	6.10822105100462	3.01171888487831	8.66069037577245	4.89279399314022	5.95777927307895	7.59575689607875	8.48241590209751	9.43104273059715	8.57219039337374	12.5652104412973	5.22706443549744	7.18271757955694	9.38646412149441	8.72454169603818	13.7731591481033	13.3353448699512	14.3688714739508	8.85333789546642	6.96419347676173
XLOC_011632	NA	NA	NA	13	55847184	56047573	1	novel	XLOC_011632	XLOC_011632	19	7	3	4	2	10	3	10	11	4	3	1	8	2	6	14	2	4	4	11	6	11	6	9	5	8	9	9	16	5	3	8	5	12	15	9	8	13	3	6	5	7	12	31	61	13	28	8	22	33	6	12	9	35	41	34	23	6	7	10	42	8	9	6	36	5	33	15	15	9	8	8	13	3	20	3	6	11	9	8	6	5	4	13	2	8	4	11	11	11	6	5	9	7	3	4	4	5	2	2	2	3	4	3	4	4	3	1	0	2	0	5.88349374974039	7.08237150562675	3.21361759475778	4.67687730915547	2.17335249083392	10.2352125037649	3.16442700343926	8.45234558800888	5.94414848846079	4.21047649027603	3.60376657819296	1.33202344985681	8.37681124901695	2.07447178491302	4.4113187571847	4.14515234701026	3.15517321500727	5.96716182873391	5.82353214076484	12.6188095991206	6.60297896354018	12.4956221720658	5.89060703566229	10.0410909294341	5.58417370138356	8.12502939281397	9.47607851782292	11.2200242610326	15.6540447561057	4.5184969808303	3.45887903467943	8.77315117925377	4.98648869523862	11.774858253647	14.1549422359379	9.72158883544224	10.487745396875	18.4059961335944	3.66711177985189	8.8138289938118	7.76711292546634	7.57990503873931	11.8954906746716	10.6838415217216	19.544142164539	15.1787219110449	12.204817168996	16.2523079148694	26.317550969202	10.3662237357549	9.79387729245467	25.2417240498725	14.4660051340616	20.1150733477224	22.2988571287744	16.7655940263597	8.70670050757654	6.67336800749013	12.0685157202552	14.2068993734637	16.2234453709731	14.248812405537	16.0789985869036	11.1025429998083	15.4709475726508	1.79150675114649	16.5019617905845	14.7047369072634	19.0969260810396	6.84502317355411	6.46454042461442	8.80142208943952	10.3246099809409	2.9121361710647	12.8510403551893	3.4630300869904	5.70402107427772	8.51964777374203	8.22302217954033	8.08381442477496	6.42095319800016	5.09708138762226	3.61771505714088	13.147688024785	1.90665454325419	6.61561181538405	3.79200712086915	9.57438443657343	10.6536794169856	10.3398891703185	5.56223531473874	5.38515208198873	9.16233157650693	7.02734406471607	2.88689679192415	4.89279399314022	7.9437056974386	7.59575689607875	2.82747196736584	2.09578727346603	1.9049311985275	2.89966394799169	4.18165154839796	2.69351909233385	4.17176183177529	4.36227084801909	2.75463182962066	2.66706897399024	0	3.54133515818657	0
